date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:36:34	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:54%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/GET	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/GET	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
08:36:35	534/534	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20Feb%202023%2015:36:54%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog/	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
08:36:35	562/562	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2002%20Feb%202023%2015:36:55%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent/	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent/index.html	(from https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js)
08:36:36	89053/89053	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202023%2015:36:55%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/c	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/c-2.html	(from https://connect.facebook.net/en_US/fbevents.js)
08:36:36	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:56%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/POST	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/POST	(from https://connect.facebook.net/en_US/fbevents.js)
08:36:37	88007/88007	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20Feb%202023%2015:36:56%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/b	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/b-2.html	(from https://connect.facebook.net/en_US/fbevents.js)
08:36:37	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:56%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/B)
08:36:37	5557/5557	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-15b5%22	https://madrid.ibercup.com/assets/img/equipments/branco.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/img/equipments/branco.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/B)
08:36:37	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:57%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/C)
08:36:37	6126/6126	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-17ee%22	https://madrid.ibercup.com/assets/img/equipments/preto-v-branco.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/img/equipments/preto-v-branco.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/C)
08:36:37	6506/6506	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-196a%22	https://madrid.ibercup.com/assets/img/equipments/azul_claro.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/img/equipments/azul_claro.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/C)
08:36:38	5940/5940	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1734%22	https://madrid.ibercup.com/assets/img/equipments/amarelo-h-vermelho.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/img/equipments/amarelo-h-vermelho.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/C)
08:36:38	5583/5583	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-15cf%22	https://madrid.ibercup.com/assets/img/equipments/verde.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/img/equipments/verde.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/C)
08:36:38	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:58%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/D)
08:36:39	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:58%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/E)
08:36:39	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:58%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/F)
08:36:39	7242/7242	---M--	200	added ('OK')	image/png	etag:%22609ffd2e-1c4a%22	https://madrid.ibercup.com/assets/img/equipments/azul_escuro-v-branco.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/assets/img/equipments/azul_escuro-v-branco.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/F)
08:36:39	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:59%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension:	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension_	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension://)
08:36:40	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:36:59%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension:	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension_	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/chrome-extension://)
08:36:40	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:00%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^:	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^_	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^:/?)
08:36:40	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:00%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^:	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^_	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/^([^:/?)
08:36:40	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:00%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/)
08:36:41	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:00%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/)
08:36:41	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:00%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog/)
08:36:41	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:01%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/dialog/)
08:36:41	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:01%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent/)
08:36:42	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:01%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/LiveChatEvent/)
08:36:42	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:01%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/c)
08:36:42	402/402	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Feb%202023%2015:37:02%20GMT	https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	C:/My%20Web%20Sites/aaaaaaaaa/madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/apple-touch-icon.png	(from https://madrid.ibercup.com/en/matches/calendar/groups/B/U/U-13-11/b)
